group_name,major_name,major_code,major_url
"Du lịch, khách sạn, thể thao và dịch vụ cá nhân","Quản lý thể dục thể thao","7810301","https://trangedu.com/nganh/quan-ly-the-duc-the-thao/"
"Du lịch, khách sạn, thể thao và dịch vụ cá nhân","Huấn luyện thể thao","7140207","https://trangedu.com/nganh/huan-luyen-the-thao/"
"Du lịch, khách sạn, thể thao và dịch vụ cá nhân","Kinh tế gia đình","7810501",""
"Môi trường và Bảo vệ môi trường","Quản lý tài nguyên và môi trường","7850101","https://trangedu.com/nganh/quan-ly-tai-nguyen-va-moi-truong/"
"Môi trường và Bảo vệ môi trường","Kinh tế tài nguyên thiên nhiên","7850102","https://trangedu.com/nganh/kinh-te-tai-nguyen-thien-nhien/"
"Môi trường và Bảo vệ môi trường","Quản lý đất đai","7850103","https://trangedu.com/nganh/quan-ly-dat-dai/"
"Môi trường và Bảo vệ môi trường","Quản lý tài nguyên thiên nhiên","7850106",""
"Môi trường và Bảo vệ môi trường","Quản lý tài nguyên và môi trường biển đảo","7850197",""
"Môi trường và Bảo vệ môi trường","Bảo hộ lao động","7850201","https://trangedu.com/nganh/bao-ho-lao-dong/"
"An ninh, Quốc phòng","Trinh sát an ninh","7860101",""
"An ninh, Quốc phòng","Trinh sát cảnh sát","7860102",""
"An ninh, Quốc phòng","Trinh sát kỹ thuật","7860103",""
"An ninh, Quốc phòng","Điều tra hình sự","7860104",""
"An ninh, Quốc phòng","Kỹ thuật Công an nhân dân","7860107",""
"An ninh, Quốc phòng","Kỹ thuật hình sự","7860108",""
"An ninh, Quốc phòng","Quản lý nhà nước về an ninh trật tự","7860109",""
"An ninh, Quốc phòng","Quản lý trật tự an toàn giao thông","7860110",""
"An ninh, Quốc phòng","Thi hành án hình sự và hỗ trợ tư pháp","7860111",""
"An ninh, Quốc phòng","Tham mưu, chỉ huy công an nhân dân","7860112",""
"An ninh, Quốc phòng","Phòng cháy chữa cháy và cứu nạn cứu hộ","7860113",""
"An ninh, Quốc phòng","Hậu cần công an nhân dân","7860116",""
"An ninh, Quốc phòng","Tình báo an ninh","7860117",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Lục quân","7860201",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Hải quân","7860202",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Không quân","7860203",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Phòng không","7860204",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Pháo binh","7860205",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Tăng - thiết giáp","7860206",""
"An ninh, Quốc phòng","Chỉ huy tham mưu Đặc công","7860207",""
"An ninh, Quốc phòng","Biên phòng","7860214",""
"An ninh, Quốc phòng","Tình báo quân sự","7860217",""
"An ninh, Quốc phòng","Hậu cần quân sự","7860218",""
"An ninh, Quốc phòng","Chỉ huy, tham mưu thông tin","7860219",""
"An ninh, Quốc phòng","Chỉ huy, quản lý kỹ thuật","7860220",""
"An ninh, Quốc phòng","Quân sự cơ sở","7860222",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật Phòng không","7860226",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật Tăng - thiết giáp","7860227",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật Công binh","7860228",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật Hóa học","7860229",""
"An ninh, Quốc phòng","Trinh sát kỹ thuật","7860231",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật hải quân","7860232",""
"An ninh, Quốc phòng","Chỉ huy kỹ thuật tác chiến điện tử","7860233",""
"Khác","Quản trị doanh nghiệp và công nghệ","7900101",""
"Khác","Marketing và truyền thông","7900102",""
"Khác","Quản trị nhân lực và nhân tài","7900103",""
"Khác","Quản trị và an ninh","7900189",""
"Khác","Kinh tế - Tài chính","7903124",""
